pago_id;monto;fecha;uid;subs_id;pid;pro_id
6481;7100;04-10-2021;35;10;;
6482;7100;04-11-2021;35;10;;
6483;7100;04-12-2023;35;10;;
6484;4500;02-10-2020;35;11;;
6485;4500;02-11-2020;35;11;;
6486;4500;02-12-2020;35;11;;
6487;4500;02-01-2021;35;11;;
6488;4500;02-02-2021;35;11;;
6489;4500;02-03-2021;35;11;;
6490;4500;02-04-2021;35;11;;
6491;4500;02-05-2021;35;11;;
6492;4500;02-06-2021;35;11;;
6493;4500;02-07-2021;35;11;;
6494;4500;02-08-2021;35;11;;
6495;4500;02-09-2021;35;11;;
6496;4500;02-10-2021;35;11;;
6497;4500;02-11-2021;35;11;;
6498;4500;02-12-2023;35;11;;
6499;6500;20-06-2021;35;12;;
6500;6500;20-07-2021;35;12;;
6501;6500;20-08-2021;35;12;;
6502;6500;20-09-2021;35;12;;
6503;6500;20-10-2021;35;12;;
6504;6500;20-11-2021;35;12;;
6505;6500;20-12-2023;35;12;;
6511;6400;18-08-2020;45;13;;
6512;6400;18-09-2020;45;13;;
6513;6400;18-10-2020;45;13;;
6514;6400;18-11-2020;45;13;;
6515;6400;18-12-2020;45;13;;
6516;6400;18-01-2021;45;13;;
6517;6400;18-02-2021;45;13;;
6506;6400;18-03-2021;45;13;;
6507;6400;18-04-2021;45;13;;
6508;6400;18-05-2021;45;13;;
6509;6400;18-06-2021;45;13;;
6510;6400;18-07-2023;45;13;;
6518;6500;21-05-2021;45;14;;
6519;6500;21-06-2021;45;14;;
6520;6500;21-07-2021;45;14;;
6521;6500;21-08-2021;45;14;;
6522;6500;21-09-2021;45;14;;
6523;6500;21-10-2021;45;14;;
6524;6500;21-11-2021;45;14;;
6525;6500;21-12-2023;45;14;;
6526;3700;05-05-2020;45;15;;
6527;3700;05-06-2020;45;15;;
6528;3700;05-07-2020;45;15;;
6529;3700;05-08-2020;45;15;;
6530;3700;05-09-2020;45;15;;
6531;3700;05-10-2020;45;15;;
6532;3700;05-11-2020;45;15;;
6533;3700;05-12-2020;45;15;;
6534;3700;05-01-2023;45;15;;
6535;3200;30-08-2021;82;16;;
6536;3200;30-09-2023;82;16;;
6541;2800;15-09-2020;82;17;;
6542;2800;15-10-2020;82;17;;
6543;2800;15-11-2020;82;17;;
6544;2800;15-12-2020;82;17;;
6545;2800;15-01-2021;82;17;;
6546;2800;15-02-2021;82;17;;
6547;2800;15-03-2021;82;17;;
6548;2800;15-04-2021;82;17;;
6537;2800;15-05-2021;82;17;;
6549;2800;15-06-2021;82;17;;
6538;2800;15-07-2021;82;17;;
6550;2800;15-08-2021;82;17;;
6539;2800;15-09-2021;82;17;;
6551;2800;15-10-2021;82;17;;
6540;2800;15-11-2021;82;17;;
6552;2800;15-12-2023;82;17;;
6553;3700;02-07-2021;59;18;;
6554;3700;02-08-2021;59;18;;
6555;3700;02-09-2021;59;18;;
6556;3700;02-10-2023;59;18;;
6557;2800;26-10-2021;59;19;;
6558;2800;26-11-2021;59;19;;
6559;2800;26-12-2023;59;19;;
6565;3100;26-08-2020;59;20;;
6566;3100;26-09-2020;59;20;;
6567;3100;26-10-2020;59;20;;
6568;3100;26-11-2020;59;20;;
6569;3100;26-12-2020;59;20;;
6570;3100;26-01-2021;59;20;;
6560;3100;26-02-2021;59;20;;
6561;3100;26-03-2021;59;20;;
6562;3100;26-04-2021;59;20;;
6563;3100;26-05-2021;59;20;;
6564;3100;26-06-2023;59;20;;
6571;7100;25-05-2021;40;21;;
6572;7100;25-06-2021;40;21;;
6573;7100;25-07-2021;40;21;;
6574;7100;25-08-2021;40;21;;
6575;7100;25-09-2021;40;21;;
6576;7100;25-10-2021;40;21;;
6577;7100;25-11-2021;40;21;;
6578;7100;25-12-2023;40;21;;
6579;3100;07-06-2021;40;22;;
6580;3100;07-07-2021;40;22;;
6581;3100;07-08-2021;40;22;;
6582;3100;07-09-2021;40;22;;
6583;3100;07-10-2021;40;22;;
6584;3100;07-11-2021;40;22;;
6585;3100;07-12-2023;40;22;;
6591;6500;29-09-2020;40;23;;
6592;6500;29-10-2020;40;23;;
6593;6500;29-11-2020;40;23;;
6594;6500;29-12-2020;40;23;;
6595;6500;29-01-2021;40;23;;
6596;6500;28-02-2021;40;23;;
6597;6500;28-03-2021;40;23;;
6598;6500;28-04-2021;40;23;;
6599;6500;28-05-2021;40;23;;
6600;6500;28-06-2021;40;23;;
6601;6500;28-07-2021;40;23;;
6590;6500;28-08-2021;40;23;;
6586;6500;28-09-2021;40;23;;
6587;6500;28-10-2021;40;23;;
6588;6500;28-11-2021;40;23;;
6589;6500;28-12-2023;40;23;;
6602;3200;06-05-2021;146;24;;
6603;3200;06-06-2021;146;24;;
6604;3200;06-07-2021;146;24;;
6605;3200;06-08-2021;146;24;;
6606;3200;06-09-2021;146;24;;
6607;3200;06-10-2021;146;24;;
6608;3200;06-11-2023;146;24;;
6610;7000;28-12-2020;146;25;;
6611;7000;28-01-2021;146;25;;
6612;7000;28-02-2021;146;25;;
6613;7000;28-03-2021;146;25;;
6614;7000;28-04-2021;146;25;;
6615;7000;28-05-2021;146;25;;
6616;7000;28-06-2021;146;25;;
6617;7000;28-07-2021;146;25;;
6618;7000;28-08-2021;146;25;;
6619;7000;28-09-2021;146;25;;
6620;7000;28-10-2021;146;25;;
6609;7000;28-11-2021;146;25;;
6621;7000;28-12-2023;146;25;;
6630;6500;22-05-2020;146;26;;
6631;6500;22-06-2020;146;26;;
6632;6500;22-07-2020;146;26;;
6633;6500;22-08-2020;146;26;;
6622;6500;22-09-2020;146;26;;
6634;6500;22-10-2020;146;26;;
6623;6500;22-11-2020;146;26;;
6635;6500;22-12-2020;146;26;;
6624;6500;22-01-2021;146;26;;
6636;6500;22-02-2021;146;26;;
6625;6500;22-03-2021;146;26;;
6637;6500;22-04-2021;146;26;;
6626;6500;22-05-2021;146;26;;
6638;6500;22-06-2021;146;26;;
6627;6500;22-07-2021;146;26;;
6639;6500;22-08-2021;146;26;;
6628;6500;22-09-2021;146;26;;
6640;6500;22-10-2021;146;26;;
6629;6500;22-11-2021;146;26;;
6641;6500;22-12-2023;146;26;;
6642;3100;30-10-2021;9;27;;
6643;3100;30-11-2023;9;27;;
6652;4000;25-05-2020;9;28;;
6653;4000;25-06-2020;9;28;;
6654;4000;25-07-2020;9;28;;
6655;4000;25-08-2020;9;28;;
6644;4000;25-09-2020;9;28;;
6656;4000;25-10-2020;9;28;;
6645;4000;25-11-2020;9;28;;
6657;4000;25-12-2020;9;28;;
6646;4000;25-01-2021;9;28;;
6658;4000;25-02-2021;9;28;;
6647;4000;25-03-2021;9;28;;
6659;4000;25-04-2021;9;28;;
6648;4000;25-05-2021;9;28;;
6660;4000;25-06-2021;9;28;;
6649;4000;25-07-2021;9;28;;
6661;4000;25-08-2021;9;28;;
6650;4000;25-09-2021;9;28;;
6662;4000;25-10-2021;9;28;;
6651;4000;25-11-2021;9;28;;
6663;4000;25-12-2023;9;28;;
6664;6500;17-04-2021;30;29;;
6665;6500;17-05-2021;30;29;;
6666;6500;17-06-2021;30;29;;
6667;6500;17-07-2021;30;29;;
6668;6500;17-08-2021;30;29;;
6669;6500;17-09-2021;30;29;;
6670;6500;17-10-2021;30;29;;
6671;6500;17-11-2021;30;29;;
6672;6500;17-12-2023;30;29;;
6673;3700;06-06-2023;30;30;;
6674;6500;30-09-2021;32;31;;
6675;6500;30-10-2021;32;31;;
6676;6500;30-11-2021;32;31;;
6677;6500;30-12-2023;32;31;;
6678;3700;25-04-2021;32;32;;
6679;3700;25-05-2021;32;32;;
6680;3700;25-06-2021;32;32;;
6681;3700;25-07-2021;32;32;;
6682;3700;25-08-2021;32;32;;
6683;3700;25-09-2021;32;32;;
6684;3700;25-10-2021;32;32;;
6685;3700;25-11-2021;32;32;;
6686;3700;25-12-2023;32;32;;
6688;5000;21-12-2020;32;33;;
6689;5000;21-01-2021;32;33;;
6690;5000;21-02-2021;32;33;;
6691;5000;21-03-2021;32;33;;
6692;5000;21-04-2021;32;33;;
6693;5000;21-05-2021;32;33;;
6694;5000;21-06-2021;32;33;;
6695;5000;21-07-2021;32;33;;
6696;5000;21-08-2021;32;33;;
6697;5000;21-09-2021;32;33;;
6687;5000;21-10-2023;32;33;;
6698;3900;08-08-2020;47;34;;
6699;3900;08-09-2020;47;34;;
6700;3900;08-10-2020;47;34;;
6701;3900;08-11-2020;47;34;;
6702;3900;08-12-2020;47;34;;
6703;3900;08-01-2021;47;34;;
6704;3900;08-02-2021;47;34;;
6705;3900;08-03-2021;47;34;;
6706;3900;08-04-2021;47;34;;
6707;3900;08-05-2021;47;34;;
6708;3900;08-06-2021;47;34;;
6709;3900;08-07-2021;47;34;;
6710;3900;08-08-2021;47;34;;
6711;3900;08-09-2021;47;34;;
6712;3900;08-10-2023;47;34;;
6717;7100;15-09-2020;47;35;;
6718;7100;15-10-2020;47;35;;
6719;7100;15-11-2020;47;35;;
6720;7100;15-12-2020;47;35;;
6721;7100;15-01-2021;47;35;;
6722;7100;15-02-2021;47;35;;
6713;7100;15-03-2021;47;35;;
6714;7100;15-04-2021;47;35;;
6715;7100;15-05-2021;47;35;;
6716;7100;15-06-2023;47;35;;
6723;6400;11-09-2020;62;36;;
6724;6400;11-10-2020;62;36;;
6725;6400;11-11-2020;62;36;;
6726;6400;11-12-2020;62;36;;
6727;6400;11-01-2021;62;36;;
6728;6400;11-02-2021;62;36;;
6729;6400;11-03-2021;62;36;;
6730;6400;11-04-2021;62;36;;
6731;6400;11-05-2021;62;36;;
6732;6400;11-06-2021;62;36;;
6733;6400;11-07-2021;62;36;;
6734;6400;11-08-2021;62;36;;
6735;6400;11-09-2021;62;36;;
6736;6400;11-10-2021;62;36;;
6737;6400;11-11-2021;62;36;;
6738;6400;11-12-2023;62;36;;
6739;4400;09-11-2020;62;37;;
6740;4400;09-12-2020;62;37;;
6741;4400;09-01-2021;62;37;;
6742;4400;09-02-2021;62;37;;
6743;4400;09-03-2021;62;37;;
6744;4400;09-04-2021;62;37;;
6745;4400;09-05-2021;62;37;;
6746;4400;09-06-2021;62;37;;
6747;4400;09-07-2021;62;37;;
6748;4400;09-08-2021;62;37;;
6749;4400;09-09-2023;62;37;;
6750;3900;22-03-2021;62;38;;
6751;3900;22-04-2021;62;38;;
6752;3900;22-05-2021;62;38;;
6753;3900;22-06-2021;62;38;;
6754;3900;22-07-2021;62;38;;
6755;3900;22-08-2021;62;38;;
6756;3900;22-09-2021;62;38;;
6757;3900;22-10-2021;62;38;;
6758;3900;22-11-2021;62;38;;
6759;3900;22-12-2023;62;38;;
6760;3500;05-01-2021;62;39;;
6761;3500;05-02-2021;62;39;;
6762;3500;05-03-2021;62;39;;
6763;3500;05-04-2021;62;39;;
6764;3500;05-05-2021;62;39;;
6765;3500;05-06-2021;62;39;;
6766;3500;05-07-2021;62;39;;
6767;3500;05-08-2021;62;39;;
6768;3500;05-09-2023;62;39;;
6769;7900;17-06-2021;62;40;;
6770;7900;17-07-2021;62;40;;
6771;7900;17-08-2021;62;40;;
6772;7900;17-09-2021;62;40;;
6773;7900;17-10-2021;62;40;;
6774;7900;17-11-2023;62;40;;
6777;3700;13-11-2020;105;41;;
6778;3700;13-12-2020;105;41;;
6779;3700;13-01-2021;105;41;;
6780;3700;13-02-2021;105;41;;
6781;3700;13-03-2021;105;41;;
6782;3700;13-04-2021;105;41;;
6783;3700;13-05-2021;105;41;;
6784;3700;13-06-2021;105;41;;
6785;3700;13-07-2021;105;41;;
6786;3700;13-08-2021;105;41;;
6775;3700;13-09-2021;105;41;;
6787;3700;13-10-2021;105;41;;
6776;3700;13-11-2021;105;41;;
6788;3700;13-12-2023;105;41;;
6797;6500;22-05-2020;105;42;;
6798;6500;22-06-2020;105;42;;
6799;6500;22-07-2020;105;42;;
6800;6500;22-08-2020;105;42;;
6789;6500;22-09-2020;105;42;;
6801;6500;22-10-2020;105;42;;
6790;6500;22-11-2020;105;42;;
6802;6500;22-12-2020;105;42;;
6791;6500;22-01-2021;105;42;;
6803;6500;22-02-2021;105;42;;
6792;6500;22-03-2021;105;42;;
6804;6500;22-04-2021;105;42;;
6793;6500;22-05-2021;105;42;;
6805;6500;22-06-2021;105;42;;
6794;6500;22-07-2021;105;42;;
6806;6500;22-08-2021;105;42;;
6795;6500;22-09-2021;105;42;;
6807;6500;22-10-2021;105;42;;
6796;6500;22-11-2021;105;42;;
6808;6500;22-12-2023;105;42;;
6809;3900;14-02-2021;105;43;;
6810;3900;14-03-2021;105;43;;
6811;3900;14-04-2021;105;43;;
6812;3900;14-05-2021;105;43;;
6813;3900;14-06-2021;105;43;;
6814;3900;14-07-2021;105;43;;
6815;3900;14-08-2021;105;43;;
6816;3900;14-09-2021;105;43;;
6817;3900;14-10-2021;105;43;;
6818;3900;14-11-2021;105;43;;
6819;3900;14-12-2023;105;43;;
6820;7900;05-01-2021;105;44;;
6821;7900;05-02-2021;105;44;;
6822;7900;05-03-2021;105;44;;
6823;7900;05-04-2021;105;44;;
6824;7900;05-05-2021;105;44;;
6825;7900;05-06-2021;105;44;;
6826;7900;05-07-2021;105;44;;
6827;7900;05-08-2021;105;44;;
6828;7900;05-09-2021;105;44;;
6829;7900;05-10-2021;105;44;;
6830;7900;05-11-2021;105;44;;
6831;7900;05-12-2023;105;44;;
6832;3700;11-09-2021;105;45;;
6833;3700;11-10-2021;105;45;;
6834;3700;11-11-2021;105;45;;
6835;3700;11-12-2023;105;45;;
6844;2800;29-06-2020;41;46;;
6845;2800;29-07-2020;41;46;;
6846;2800;29-08-2020;41;46;;
6847;2800;29-09-2020;41;46;;
6848;2800;29-10-2020;41;46;;
6849;2800;29-11-2020;41;46;;
6850;2800;29-12-2020;41;46;;
6851;2800;29-01-2021;41;46;;
6852;2800;28-02-2021;41;46;;
6853;2800;28-03-2021;41;46;;
6854;2800;28-04-2021;41;46;;
6843;2800;28-05-2021;41;46;;
6836;2800;28-06-2021;41;46;;
6837;2800;28-07-2021;41;46;;
6838;2800;28-08-2021;41;46;;
6839;2800;28-09-2021;41;46;;
6840;2800;28-10-2021;41;46;;
6841;2800;28-11-2021;41;46;;
6842;2800;28-12-2023;41;46;;
6855;4000;03-03-2021;41;47;;
6856;4000;03-04-2021;41;47;;
6857;4000;03-05-2021;41;47;;
6858;4000;03-06-2021;41;47;;
6859;4000;03-07-2021;41;47;;
6860;4000;03-08-2021;41;47;;
6861;4000;03-09-2021;41;47;;
6862;4000;03-10-2021;41;47;;
6863;4000;03-11-2021;41;47;;
6864;4000;03-12-2023;41;47;;
6870;3900;28-08-2020;41;48;;
6865;3900;28-09-2020;41;48;;
6866;3900;28-10-2020;41;48;;
6867;3900;28-11-2020;41;48;;
6868;3900;28-12-2020;41;48;;
6869;3900;28-01-2023;41;48;;
6871;4500;11-08-2021;41;49;;
6872;4500;11-09-2021;41;49;;
6873;4500;11-10-2021;41;49;;
6874;4500;11-11-2021;41;49;;
6875;4500;11-12-2023;41;49;;
6876;4000;09-04-2021;41;50;;
6877;4000;09-05-2021;41;50;;
6878;4000;09-06-2021;41;50;;
6879;4000;09-07-2021;41;50;;
6880;4000;09-08-2021;41;50;;
6881;4000;09-09-2021;41;50;;
6882;4000;09-10-2021;41;50;;
6883;4000;09-11-2021;41;50;;
6884;4000;09-12-2023;41;50;;
6885;6500;11-08-2020;41;51;;
6886;6500;11-09-2020;41;51;;
6887;6500;11-10-2020;41;51;;
6888;6500;11-11-2020;41;51;;
6889;6500;11-12-2020;41;51;;
6890;6500;11-01-2021;41;51;;
6891;6500;11-02-2021;41;51;;
6892;6500;11-03-2021;41;51;;
6893;6500;11-04-2021;41;51;;
6894;6500;11-05-2021;41;51;;
6895;6500;11-06-2021;41;51;;
6896;6500;11-07-2021;41;51;;
6897;6500;11-08-2021;41;51;;
6898;6500;11-09-2021;41;51;;
6899;6500;11-10-2021;41;51;;
6900;6500;11-11-2021;41;51;;
6901;6500;11-12-2023;41;51;;
6902;3500;05-05-2021;27;52;;
6903;3500;05-06-2021;27;52;;
6904;3500;05-07-2021;27;52;;
6905;3500;05-08-2021;27;52;;
6906;3500;05-09-2021;27;52;;
6907;3500;05-10-2021;27;52;;
6908;3500;05-11-2021;27;52;;
6909;3500;05-12-2023;27;52;;
6915;4500;24-08-2020;108;53;;
6916;4500;24-09-2020;108;53;;
6917;4500;24-10-2020;108;53;;
6918;4500;24-11-2020;108;53;;
6919;4500;24-12-2020;108;53;;
6920;4500;24-01-2021;108;53;;
6921;4500;24-02-2021;108;53;;
6910;4500;24-03-2021;108;53;;
6922;4500;24-04-2021;108;53;;
6911;4500;24-05-2021;108;53;;
6923;4500;24-06-2021;108;53;;
6912;4500;24-07-2021;108;53;;
6924;4500;24-08-2021;108;53;;
6913;4500;24-09-2021;108;53;;
6925;4500;24-10-2021;108;53;;
6914;4500;24-11-2021;108;53;;
6926;4500;24-12-2023;108;53;;
6927;3700;25-06-2021;108;54;;
6928;3700;25-07-2021;108;54;;
6929;3700;25-08-2021;108;54;;
6930;3700;25-09-2021;108;54;;
6931;3700;25-10-2021;108;54;;
6932;3700;25-11-2021;108;54;;
6933;3700;25-12-2023;108;54;;
6935;7900;30-01-2021;108;55;;
6936;7900;28-02-2021;108;55;;
6937;7900;28-03-2021;108;55;;
6938;7900;28-04-2021;108;55;;
6939;7900;28-05-2021;108;55;;
6940;7900;28-06-2021;108;55;;
6941;7900;28-07-2021;108;55;;
6942;7900;28-08-2021;108;55;;
6943;7900;28-09-2021;108;55;;
6944;7900;28-10-2021;108;55;;
6945;7900;28-11-2021;108;55;;
6934;7900;28-12-2023;108;55;;
6946;3200;18-09-2021;108;56;;
6947;3200;18-10-2021;108;56;;
6948;3200;18-11-2021;108;56;;
6949;3200;18-12-2023;108;56;;
6950;6500;28-03-2021;108;57;;
6951;6500;28-04-2021;108;57;;
6952;6500;28-05-2021;108;57;;
6953;6500;28-06-2021;108;57;;
6954;6500;28-07-2021;108;57;;
6955;6500;28-08-2021;108;57;;
6956;6500;28-09-2021;108;57;;
6957;6500;28-10-2021;108;57;;
6958;6500;28-11-2021;108;57;;
6959;6500;28-12-2023;108;57;;
6960;4000;14-08-2021;108;58;;
6961;4000;14-09-2021;108;58;;
6962;4000;14-10-2023;108;58;;
6969;7900;22-07-2020;60;59;;
6963;7900;22-08-2020;60;59;;
6964;7900;22-09-2020;60;59;;
6965;7900;22-10-2020;60;59;;
6966;7900;22-11-2020;60;59;;
6967;7900;22-12-2020;60;59;;
6968;7900;22-01-2023;60;59;;
6974;3500;29-10-2020;60;60;;
6975;3500;29-11-2020;60;60;;
6976;3500;29-12-2020;60;60;;
6977;3500;29-01-2021;60;60;;
6978;3500;28-02-2021;60;60;;
6979;3500;28-03-2021;60;60;;
6980;3500;28-04-2021;60;60;;
6981;3500;28-05-2021;60;60;;
6973;3500;28-06-2021;60;60;;
6970;3500;28-07-2021;60;60;;
6971;3500;28-08-2021;60;60;;
6972;3500;28-09-2023;60;60;;
6982;6500;12-07-2021;60;61;;
6983;6500;12-08-2021;60;61;;
6984;6500;12-09-2023;60;61;;
6990;3100;17-08-2020;42;62;;
6991;3100;17-09-2020;42;62;;
6992;3100;17-10-2020;42;62;;
6993;3100;17-11-2020;42;62;;
6994;3100;17-12-2020;42;62;;
6985;3100;17-01-2021;42;62;;
6986;3100;17-02-2021;42;62;;
6987;3100;17-03-2021;42;62;;
6988;3100;17-04-2021;42;62;;
6989;3100;17-05-2023;42;62;;
6996;2800;20-12-2020;10;63;;
6997;2800;20-01-2021;10;63;;
6998;2800;20-02-2021;10;63;;
6999;2800;20-03-2021;10;63;;
7000;2800;20-04-2021;10;63;;
7001;2800;20-05-2021;10;63;;
7002;2800;20-06-2021;10;63;;
7003;2800;20-07-2021;10;63;;
7004;2800;20-08-2021;10;63;;
7005;2800;20-09-2021;10;63;;
7006;2800;20-10-2021;10;63;;
6995;2800;20-11-2021;10;63;;
7007;2800;20-12-2023;10;63;;
7010;4000;25-11-2020;10;64;;
7011;4000;25-12-2020;10;64;;
7012;4000;25-01-2021;10;64;;
7013;4000;25-02-2021;10;64;;
7014;4000;25-03-2021;10;64;;
7015;4000;25-04-2021;10;64;;
7016;4000;25-05-2021;10;64;;
7017;4000;25-06-2021;10;64;;
7018;4000;25-07-2021;10;64;;
7019;4000;25-08-2021;10;64;;
7008;4000;25-09-2021;10;64;;
7020;4000;25-10-2021;10;64;;
7009;4000;25-11-2021;10;64;;
7021;4000;25-12-2023;10;64;;
7027;5000;15-08-2020;10;65;;
7028;5000;15-09-2020;10;65;;
7029;5000;15-10-2020;10;65;;
7030;5000;15-11-2020;10;65;;
7031;5000;15-12-2020;10;65;;
7032;5000;15-01-2021;10;65;;
7033;5000;15-02-2021;10;65;;
7022;5000;15-03-2021;10;65;;
7034;5000;15-04-2021;10;65;;
7023;5000;15-05-2021;10;65;;
7035;5000;15-06-2021;10;65;;
7024;5000;15-07-2021;10;65;;
7036;5000;15-08-2021;10;65;;
7025;5000;15-09-2021;10;65;;
7037;5000;15-10-2021;10;65;;
7026;5000;15-11-2021;10;65;;
7038;5000;15-12-2023;10;65;;
7039;3900;30-07-2021;10;66;;
7040;3900;30-08-2021;10;66;;
7041;3900;30-09-2021;10;66;;
7042;3900;30-10-2021;10;66;;
7043;3900;30-11-2021;10;66;;
7044;3900;30-12-2023;10;66;;
7045;7400;18-07-2021;66;67;;
7046;7400;18-08-2021;66;67;;
7047;7400;18-09-2021;66;67;;
7048;7400;18-10-2021;66;67;;
7049;7400;18-11-2021;66;67;;
7050;7400;18-12-2023;66;67;;
7051;6500;12-05-2021;66;68;;
7052;6500;12-06-2021;66;68;;
7053;6500;12-07-2021;66;68;;
7054;6500;12-08-2021;66;68;;
7055;6500;12-09-2021;66;68;;
7056;6500;12-10-2021;66;68;;
7057;6500;12-11-2021;66;68;;
7058;6500;12-12-2023;66;68;;
7067;3100;18-05-2020;66;69;;
7068;3100;18-06-2020;66;69;;
7069;3100;18-07-2020;66;69;;
7070;3100;18-08-2020;66;69;;
7059;3100;18-09-2020;66;69;;
7071;3100;18-10-2020;66;69;;
7060;3100;18-11-2020;66;69;;
7072;3100;18-12-2020;66;69;;
7061;3100;18-01-2021;66;69;;
7073;3100;18-02-2021;66;69;;
7062;3100;18-03-2021;66;69;;
7074;3100;18-04-2021;66;69;;
7063;3100;18-05-2021;66;69;;
7075;3100;18-06-2021;66;69;;
7064;3100;18-07-2021;66;69;;
7076;3100;18-08-2021;66;69;;
7065;3100;18-09-2021;66;69;;
7077;3100;18-10-2021;66;69;;
7066;3100;18-11-2021;66;69;;
7078;3100;18-12-2023;66;69;;
7079;6400;26-09-2021;44;70;;
7080;6400;26-10-2021;44;70;;
7081;6400;26-11-2021;44;70;;
7082;6400;26-12-2023;44;70;;
7083;7000;22-05-2021;44;71;;
7084;7000;22-06-2021;44;71;;
7085;7000;22-07-2021;44;71;;
7086;7000;22-08-2021;44;71;;
7087;7000;22-09-2021;44;71;;
7088;7000;22-10-2021;44;71;;
7089;7000;22-11-2021;44;71;;
7090;7000;22-12-2023;44;71;;
7091;7900;04-12-2023;44;72;;
7092;3100;08-04-2021;44;73;;
7093;3100;08-05-2021;44;73;;
7094;3100;08-06-2021;44;73;;
7095;3100;08-07-2021;44;73;;
7096;3100;08-08-2021;44;73;;
7097;3100;08-09-2021;44;73;;
7098;3100;08-10-2021;44;73;;
7099;3100;08-11-2021;44;73;;
7100;3100;08-12-2023;44;73;;
