ID_pago,Monto,Fecha,ID_usuario,Preorden,ID_proveedor,ID_videojuego,ID_subscripcion
2865,4000,2020-06-07,30,False,4,549,300
6042,33500,2020-04-04,138,False,6,1029,312
5400,15500,2020-05-21,84,False,5,1331,229
4798,38000,2020-04-28,150,False,6,622,2
5933,10800,2020-11-29,46,False,4,537,370
3234,4000,2021-12-06,129,False,1,549,344
1269,9500,2020-12-20,74,False,1,731,138
1777,3000,2020-09-05,111,False,3,11208,190
3726,19600,2020-01-24,108,False,2,1266,5
1312,5000,2021-05-26,126,False,6,5503,140
3494,70200,2021-04-20,102,False,1,8173,291
2292,3000,2021-01-09,136,False,6,11208,237
6212,71500,2020-04-17,135,False,4,478,112
2232,8500,2020-12-09,35,False,6,1074,233
2450,6500,2021-09-01,36,False,2,1384,256
3271,6500,2021-01-01,130,False,6,126,349
292,7500,2021-08-20,97,False,5,230,28
5496,33500,2021-08-15,91,False,2,73,241
5770,5250,2020-12-21,10,False,3,40,240
4656,39000,2021-05-12,142,False,6,116,238
3210,6500,2020-12-10,129,False,1,1068,340
4573,32450,2021-02-25,126,False,6,59,302
5972,47000,2021-11-12,44,False,6,358,304
2149,5000,2021-02-20,88,False,1,5503,225
5780,52800,2020-04-01,10,True,3,434,282
2730,9500,2021-08-11,80,False,6,375,285
731,5000,2021-02-18,89,False,3,498,78
4501,15950,2020-02-26,74,False,1,1802,281
356,9500,2021-10-01,116,False,3,731,34
4125,6000,2021-07-09,54,False,2,40,11
5616,40755,2020-09-20,134,True,4,127,13
3483,13000,2020-08-24,102,False,1,732,276
3362,3500,2020-06-16,135,False,4,6036,356
1377,4000,2021-12-24,106,False,4,74,148
3658,37600,2020-04-09,9,False,6,128,31
436,6500,2021-03-02,101,False,2,9730,45
4299,35200,2020-02-25,105,False,5,7599,161
4631,22400,2020-09-29,106,False,4,1942,160
2473,9500,2020-08-06,36,False,2,375,259
5332,23650,2021-07-13,32,True,5,1352,157
3624,3300,2021-08-29,122,False,6,7346,158
178,5000,2021-01-09,122,False,6,9630,18
459,9500,2020-09-16,146,False,4,76,47
4370,37950,2020-02-26,23,False,3,501,240
1294,6500,2021-07-05,117,False,6,126,139
4106,20400,2021-04-22,40,False,6,3025,239
5281,39000,2020-02-28,88,False,1,2993,14
4109,52000,2020-05-22,40,False,6,16,15
1618,6500,2020-09-14,150,False,6,1068,174
1563,6500,2020-12-08,64,False,4,1068,169
3321,5000,2021-06-20,130,False,6,2031,352
5728,41600,2020-05-27,80,False,6,1942,28
4385,8050,2021-03-14,23,False,3,730,26
4351,39000,2021-04-27,148,False,1,2993,29
38,6500,2021-12-11,22,False,1,1384,6
578,6500,2020-12-30,99,False,1,1384,58
58,5000,2020-08-08,22,False,1,2031,8
1307,5000,2020-12-26,126,False,6,5503,140
2059,6500,2020-10-19,123,False,6,1068,218
782,5000,2020-09-01,96,False,2,239,83
5020,40250,2021-10-10,121,False,5,7342,11
3168,4500,2021-04-10,129,False,1,7334,336
3549,35200,2020-06-04,145,False,3,7599,99
441,6500,2021-08-02,101,False,2,9730,45
884,9500,2021-12-09,54,False,2,731,92
1875,9500,2021-01-07,83,False,3,731,200
696,5000,2021-08-02,77,False,3,9630,72
3840,49800,2020-08-23,101,False,2,7344,198
1134,3500,2021-01-30,23,False,3,6036,125
97,5000,2021-03-09,145,False,3,5503,10
4355,57000,2021-04-15,148,False,1,11156,360
5463,3300,2020-04-02,136,False,6,7346,359
6309,66300,2021-03-19,94,False,4,1970,146
5908,8750,2020-12-14,69,False,2,1121,144
4703,75075,2021-09-19,133,True,5,11133,143
6029,51500,2021-04-23,138,False,6,19565,147
3868,65450,2020-08-23,146,False,4,1372,145
590,5000,2020-07-09,125,False,4,18,60
3045,6500,2021-07-18,98,False,2,1384,319
334,8000,2021-05-27,108,False,2,20,31
661,5000,2020-10-30,125,False,4,5503,68
4104,31150,2020-04-08,40,False,6,979,273
2365,5000,2021-03-08,91,False,2,18,247
6063,57750,2020-08-13,113,False,4,11133,308
5576,35000,2021-02-02,36,False,2,1985,306
738,5000,2021-09-18,89,False,3,498,78
3497,43120,2020-07-09,102,True,1,21,252
5321,44275,2021-04-21,32,True,5,7342,253
279,7000,2021-09-02,97,False,5,26758,26
1960,3000,2021-09-27,85,False,6,11208,207
6299,30195,2021-07-09,94,True,4,109,248
5721,28800,2021-10-08,139,False,4,1942,107
3928,70070,2021-09-02,99,True,1,21,111
5487,18500,2020-07-03,91,False,2,1026,109
192,3000,2020-11-11,122,False,6,11208,19
3410,5000,2020-11-24,94,False,4,18,361
4905,4000,2021-02-01,47,False,6,733,368
6118,28500,2021-07-14,140,False,1,127,371
6338,44200,2020-12-30,76,False,6,25076,369
5101,34200,2020-04-27,83,False,3,622,367
4984,15500,2020-03-12,111,False,3,1331,301
5554,14300,2021-06-28,38,False,4,15,310
4253,13000,2021-08-09,143,False,5,15,309
2197,6500,2021-12-04,32,False,5,126,229
5730,66000,2020-05-27,80,False,6,545,312
646,6500,2021-12-15,125,False,4,126,66
1716,3000,2020-10-08,128,False,1,11208,184
1350,3500,2020-12-25,120,False,1,6036,146
984,5000,2021-10-28,143,False,5,5503,108
5692,20405,2021-06-05,12,True,6,673,215
5327,41800,2020-06-10,32,False,5,622,216
589,6500,2021-04-03,99,False,1,126,59
3492,57200,2020-12-19,102,False,1,343,214
1566,6500,2021-03-08,64,False,4,1068,169
464,9500,2021-02-16,146,False,4,76,47
814,7000,2021-11-21,40,False,6,26758,85
3358,4500,2020-09-30,135,False,4,7334,355
5756,33150,2021-04-24,80,False,6,3025,254
715,6500,2020-09-17,89,False,3,126,74
2862,5500,2021-09-27,30,False,4,17000,299
6197,39000,2020-01-24,135,False,4,116,258
2675,4000,2021-09-10,139,False,4,74,280
2780,3000,2021-07-28,80,False,6,11208,289
2017,5000,2021-12-26,123,False,6,498,214
4621,60500,2020-09-07,120,True,1,529,232
867,4000,2021-08-26,40,False,6,549,90
2091,5000,2021-01-10,118,False,4,498,221
472,9500,2021-10-16,146,False,4,76,47
3238,5000,2021-10-04,129,False,1,498,345
275,7000,2021-05-02,97,False,5,26758,26
958,5500,2021-11-20,93,False,6,17000,104
6068,10150,2021-09-18,113,False,4,538,286
5465,8750,2020-03-19,19,False,5,427,284
1258,6500,2021-08-04,74,False,1,9730,137
5512,46800,2020-03-18,38,False,4,343,106
6133,29750,2021-01-12,129,False,1,500,105
1852,6500,2021-05-05,83,False,3,9730,198
2570,9500,2021-04-11,131,False,6,731,272
3645,41600,2020-04-06,9,False,6,1942,262
3808,40150,2020-03-20,107,True,4,75,266
5126,40150,2020-06-19,28,True,4,75,264
3255,5000,2021-10-14,129,False,1,239,346
5449,4000,2021-01-30,136,False,6,121,267
5713,41500,2020-08-20,139,False,4,6801,268
4604,45980,2020-05-29,120,True,1,622,265
4694,40755,2021-05-24,27,True,3,127,6
5331,52000,2020-09-19,32,False,5,16,7
4986,31050,2020-09-09,111,False,3,1262,8
5871,17150,2021-03-16,45,False,4,1266,298
759,7500,2021-05-11,96,False,2,230,81
225,3500,2020-11-11,9,False,6,6036,21
1825,9500,2021-04-17,121,False,5,76,196
4042,40250,2020-03-28,96,False,2,7342,116
5343,55500,2021-02-22,13,False,4,1009,118
6097,23450,2020-02-06,78,False,3,73,117
2373,5000,2021-11-08,91,False,2,18,247
5943,12500,2021-10-05,46,False,4,1121,190
5800,31050,2020-10-15,30,False,4,14593,188
1878,9500,2021-04-07,83,False,3,731,200
1674,7500,2020-11-27,47,False,6,230,180
3590,31050,2021-06-12,115,False,6,14593,49
1320,5000,2021-10-09,126,False,6,2031,141
1184,4000,2021-05-27,110,False,2,549,131
5781,59500,2020-10-09,10,False,3,1372,48
2850,5000,2021-03-02,30,False,4,5503,298
4122,44000,2021-05-06,54,False,2,478,304
2198,8000,2021-08-02,13,False,4,493,230
5218,20150,2020-05-20,123,False,6,1331,167
4750,68250,2020-04-27,124,False,3,11133,166
1793,6500,2021-07-06,111,False,3,1384,191
3637,33550,2020-12-21,9,False,6,71,169
3423,5000,2021-04-28,94,False,4,239,363
2211,9500,2021-10-22,92,False,4,375,231
2344,6500,2021-05-30,19,False,5,9730,244
2501,5000,2021-06-04,134,False,4,2031,262
4316,60000,2021-01-16,105,False,5,472,73
2920,4000,2020-09-26,144,False,6,549,306
1631,6500,2021-10-14,150,False,6,1068,174
5680,3300,2020-03-28,12,False,6,7346,76
2990,3500,2020-07-26,46,False,4,6036,311
2266,5000,2021-09-19,35,False,6,9630,235
5032,24500,2021-06-21,121,False,5,1266,283
2051,8000,2021-07-11,123,False,6,493,216
5295,20150,2020-08-13,149,False,1,1331,290
1547,5500,2021-03-05,64,False,4,1070,168
2677,4000,2021-11-10,139,False,4,74,280
3017,6500,2021-11-09,44,False,6,126,314
5867,9200,2021-09-20,45,False,4,730,284
5199,20000,2021-01-31,90,False,4,512,287
2853,5000,2021-06-02,30,False,4,5503,298
1912,8000,2021-09-27,28,False,4,493,202
2145,5000,2020-10-20,88,False,1,5503,225
2195,6500,2021-10-04,32,False,5,126,229
964,4000,2020-09-23,93,False,6,549,105
5350,41500,2020-05-03,92,False,4,6801,79
4919,22750,2021-06-11,47,False,6,72,76
2018,5000,2020-05-17,123,False,6,2031,215
3852,15500,2020-10-05,146,False,4,1331,233
742,6500,2021-12-14,89,False,3,1068,79
4517,5250,2020-04-08,74,False,1,40,235
712,5500,2021-12-10,89,False,3,1070,73
1271,9500,2021-02-20,74,False,1,731,138
5310,38500,2020-11-30,32,False,5,623,369
5877,59400,2020-12-06,45,False,4,8173,367
2206,9500,2021-05-22,92,False,4,375,231
5220,9200,2021-04-29,118,False,4,12517,280
39,6500,2020-09-28,22,False,1,9730,7
4679,15500,2021-05-27,142,False,6,974,281
3462,4000,2021-07-24,100,False,3,74,367
3904,39200,2020-09-02,127,False,2,21,365
5231,15500,2020-12-31,118,False,4,974,292
4088,24500,2021-02-18,137,False,4,1266,291
3345,7500,2021-02-18,135,False,4,230,354
5194,10500,2021-01-20,85,False,6,960,25
779,5500,2021-10-24,96,False,2,17000,82
386,4000,2020-10-10,107,False,4,74,39
3209,6500,2020-11-10,129,False,1,1068,340
3148,9500,2021-09-06,129,False,1,375,333
3320,5000,2021-05-20,130,False,6,2031,352
1811,7500,2020-11-05,121,False,5,230,195
3909,21000,2021-06-27,127,False,2,866,86
2360,5000,2020-10-08,91,False,2,18,247
1314,5000,2021-07-26,126,False,6,5503,140
5776,20000,2021-05-19,10,False,3,512,121
1554,5500,2021-10-05,64,False,4,1070,168
5150,47000,2021-07-13,28,False,4,358,122
3751,70200,2020-03-27,108,False,2,8173,50
5575,46750,2020-10-16,36,True,2,2207,49
1334,8500,2021-11-07,126,False,6,1074,142
31,4500,2021-11-07,102,False,1,7334,5
6304,15500,2021-01-05,94,False,4,1331,48
4707,4000,2020-07-21,133,False,5,733,149
3837,8750,2021-10-06,101,False,2,427,148
5273,33500,2020-01-14,88,False,1,1029,151
2380,4000,2020-09-26,38,False,4,74,250
4206,25500,2021-01-16,93,False,6,3025,298
3342,7000,2021-12-08,130,False,6,26758,353
1449,6500,2021-12-18,27,False,3,9730,156
3912,4000,2020-10-13,127,False,2,121,324
4991,50700,2020-04-29,87,False,1,116,323
1896,8000,2021-03-10,28,False,4,20,201
5772,52195,2021-07-12,10,True,3,75,236
6076,9600,2020-08-27,78,False,3,1871,172
2983,5000,2021-06-19,46,False,4,498,310
4339,9600,2020-03-18,148,False,1,1871,170
5745,18500,2021-03-26,80,False,6,1026,173
5333,37950,2020-03-27,32,False,5,1262,171
2748,7000,2021-10-30,80,False,6,26758,287
4230,61100,2020-08-23,143,False,5,128,309
2346,6500,2021-07-30,19,False,5,9730,244
4971,4400,2021-04-28,111,True,3,733,312
1303,5000,2020-08-26,126,False,6,5503,140
4789,13000,2021-10-10,150,False,6,732,342
2521,3000,2020-10-28,134,False,4,11208,264
805,5000,2021-12-09,137,False,4,2031,84
2467,5500,2021-09-07,36,False,2,1070,258
5562,44200,2021-01-02,36,False,2,25076,334
5550,31050,2021-08-31,38,False,4,14593,343
3009,5000,2021-12-10,46,False,4,9630,312
969,7000,2021-10-13,143,False,5,26758,107
2135,6500,2021-08-04,88,False,1,126,224
3529,22750,2020-04-25,22,False,1,72,340
748,5000,2021-02-24,96,False,2,5503,80
3705,18000,2020-04-25,97,False,5,11198,337
6248,24300,2021-09-15,95,False,1,1887,344
628,6500,2021-12-19,125,False,4,9730,63
2653,4000,2021-01-17,12,False,6,74,278
2679,4500,2021-04-01,139,False,4,7334,281
4493,24300,2020-02-01,74,False,1,1887,138
4550,13000,2020-03-31,117,False,6,15,137
5989,26500,2021-03-08,98,False,2,673,136
6048,70200,2020-04-21,113,False,4,8173,189
98,5000,2021-04-09,145,False,3,5503,10
4697,13500,2020-01-30,27,False,3,537,188
4811,24300,2020-01-12,150,False,6,1887,191
5136,41500,2021-05-07,28,False,4,6801,31
564,5000,2021-08-25,99,False,1,18,54
4078,24400,2020-12-14,137,False,4,71,141
3026,5000,2021-09-22,44,False,6,18,316
3335,7000,2021-05-08,130,False,6,26758,353
6341,57750,2021-05-07,100,False,3,11133,2
4655,4000,2021-04-18,142,False,6,121,370
4166,44275,2020-04-01,112,True,5,7342,4
5196,37950,2021-04-01,85,False,6,501,1
3737,13000,2020-05-27,108,False,2,15,3
67,5000,2021-05-08,22,False,1,2031,8
3741,15500,2021-03-30,108,False,2,1331,237
4643,9100,2020-12-05,106,False,4,15,241
614,5500,2020-11-25,125,False,4,1070,61
1914,8000,2021-11-27,28,False,4,493,202
3715,24150,2020-04-10,97,False,5,14593,239
4814,9750,2020-02-14,150,False,6,40,356
5255,21000,2021-08-07,88,False,1,866,355
3158,8500,2021-04-10,129,False,1,1074,334
2410,5500,2021-04-22,38,False,4,1070,252
2943,5500,2020-08-28,144,False,6,1070,308
2003,3000,2021-11-06,123,False,6,11208,213
3048,6500,2021-10-18,98,False,2,1384,319
922,5000,2021-06-08,54,False,2,239,98
637,5000,2021-08-27,125,False,4,2031,65
170,4000,2021-06-16,122,False,6,549,17
1849,6500,2021-02-05,83,False,3,9730,198
2784,3000,2021-11-28,80,False,6,11208,289
2335,8000,2021-10-15,136,False,6,493,241
214,5500,2021-07-21,122,False,6,1070,20
1533,3000,2021-06-19,64,False,4,11208,167
2212,9500,2021-11-22,92,False,4,375,231
2328,8000,2021-03-15,136,False,6,493,241
4997,49500,2020-09-04,87,True,1,529,350
3858,4000,2021-04-14,146,False,4,733,349
6215,25600,2020-02-10,135,False,4,1942,352
2147,5000,2020-12-20,88,False,1,5503,225
2931,4000,2021-08-26,144,False,6,549,306
5382,31050,2020-03-30,35,False,6,1262,28
5461,54000,2021-05-02,136,False,6,8173,26
37,6500,2021-11-11,22,False,1,1384,6
234,7000,2021-04-11,9,False,6,26758,22
2050,8000,2021-06-11,123,False,6,493,216
925,5000,2021-09-08,54,False,2,239,98
5052,39000,2020-06-02,121,False,5,116,292
4944,16335,2020-10-11,128,True,1,231,291
1564,6500,2021-01-08,64,False,4,1068,169
5920,33500,2021-08-28,144,False,6,1029,154
1442,6500,2021-05-18,27,False,3,9730,156
425,5500,2021-11-10,107,False,4,1070,41
2622,6500,2021-10-10,86,False,4,1384,276
5088,21000,2020-05-05,82,False,4,72,342
723,5000,2021-10-21,89,False,3,9630,77
3999,40755,2020-12-22,77,True,3,127,333
3056,7500,2021-11-29,98,False,2,230,320
5858,18000,2020-12-30,45,False,4,37,334
1059,8500,2021-12-06,105,False,5,1074,117
5902,15950,2021-04-20,69,False,2,1802,346
5091,39000,2021-03-17,83,False,3,116,336
1379,9500,2021-09-12,106,False,4,375,149
3552,31150,2021-07-02,145,False,3,979,340
3000,5000,2021-03-10,46,False,4,9630,312
4298,29400,2020-09-09,105,False,5,1266,337
3627,24500,2021-04-18,122,False,6,1266,344
3927,12000,2020-08-11,99,False,1,38,341
2172,3000,2021-03-04,149,False,1,11208,227
5597,18000,2020-04-02,134,False,4,11198,335
2207,9500,2021-06-22,92,False,4,375,231
4188,8750,2021-03-21,112,False,5,427,140
2670,4000,2021-04-10,139,False,4,74,280
3132,7000,2021-09-13,140,False,1,26758,331
1997,3000,2021-05-06,123,False,6,11208,213
3310,5000,2021-12-20,130,False,6,239,351
4459,30500,2020-12-09,11,False,5,71,315
418,5500,2021-04-10,107,False,4,1070,41
5167,38500,2021-09-29,85,False,6,623,224
2615,6500,2021-03-10,86,False,4,1384,276
1101,5000,2021-05-11,148,False,1,2031,122
894,4000,2020-08-20,54,False,2,549,97
2791,4000,2020-12-19,10,False,3,74,291
4969,44550,2020-12-10,111,False,3,233,293
4931,28000,2021-04-24,47,False,6,1020,283
3191,5000,2021-03-16,129,False,1,5503,338
588,6500,2021-10-28,99,False,1,1384,58
4629,24500,2020-04-09,106,False,4,1266,289
2496,5000,2021-01-04,134,False,4,2031,262
5965,18550,2020-05-11,44,False,6,673,286
692,6500,2021-10-30,77,False,3,9730,71
2112,5000,2020-10-15,118,False,4,239,223
3440,7000,2021-02-21,76,False,6,26758,366
5339,4000,2020-12-02,13,False,4,121,75
5179,47000,2021-06-23,85,False,6,358,77
5349,52000,2020-08-09,13,False,4,343,73
6028,19000,2020-11-07,138,False,6,247,78
2433,8000,2021-10-14,36,False,2,20,254
5580,18000,2021-04-15,36,False,2,37,76
357,9500,2021-11-01,116,False,3,731,34
3174,4500,2021-10-10,129,False,1,7334,336
1814,7500,2021-02-05,121,False,5,230,195
5803,50600,2020-02-07,30,True,4,7342,35
3266,6500,2020-08-01,130,False,6,126,349
5081,9100,2021-06-20,82,False,4,15,33
5012,26500,2021-04-03,87,False,1,673,34
2062,6500,2021-01-19,123,False,6,1068,218
5153,55000,2021-04-26,28,False,4,478,97
3691,10000,2020-02-02,97,False,5,427,92
1479,5000,2020-10-09,133,False,5,2031,159
6280,27600,2020-11-22,132,False,1,14593,94
4491,33750,2020-07-29,74,False,1,533,96
2253,5000,2020-08-19,35,False,6,9630,235
1648,3000,2021-10-05,141,False,6,11208,177
3434,7000,2020-08-21,76,False,6,26758,366
2093,5000,2021-03-10,118,False,4,498,221
5998,29050,2020-12-05,98,False,2,7344,266
4323,29050,2021-08-20,41,False,3,7344,264
20,5000,2021-08-28,102,False,1,2031,3
756,5000,2021-10-24,96,False,2,5503,80
634,7000,2021-12-18,125,False,4,26758,64
157,3000,2021-05-26,115,False,6,11208,15
997,8500,2021-04-30,143,False,5,1074,110
4045,27300,2021-02-10,96,False,2,1164,370
5448,26500,2020-01-05,136,False,6,673,4
3115,8000,2021-02-01,78,False,3,20,330
2548,9500,2021-01-30,134,False,4,76,268
4549,14500,2021-11-07,117,False,6,565,5
410,5000,2021-07-05,107,False,4,18,40
294,7500,2021-10-20,97,False,5,230,28
6235,31050,2020-02-28,135,False,4,14593,354
3099,6500,2021-10-29,78,False,3,126,327
3175,4500,2021-11-10,129,False,1,7334,336
1851,6500,2021-04-05,83,False,3,9730,198
3433,7000,2020-07-21,76,False,6,26758,366
5538,18000,2021-01-16,38,False,4,11198,150
2498,5000,2021-03-04,134,False,4,2031,262
2313,6500,2021-07-18,136,False,6,126,239
6075,31050,2020-12-09,78,False,3,1262,23
3810,12500,2020-09-09,107,False,4,1121,45
5225,45450,2021-03-10,118,False,4,7323,116
5578,19000,2021-11-28,36,False,2,247,118
3728,10150,2020-07-15,108,False,2,538,117
2640,7000,2021-08-15,12,False,6,26758,277
1419,4000,2021-02-23,142,False,6,549,154
1779,3000,2020-11-05,111,False,3,11208,190
3003,5000,2021-06-10,46,False,4,9630,312
1748,4500,2021-09-17,128,False,1,7334,186
4869,4400,2021-10-14,103,True,1,733,256
6013,12950,2021-02-06,138,False,6,1011,254
3467,4000,2021-12-24,100,False,3,74,367
29,7000,2021-12-24,102,False,1,26758,4
2368,5000,2021-06-08,91,False,2,18,247
711,5500,2021-11-10,89,False,3,1070,73
3214,6500,2021-04-10,129,False,1,1068,340
2387,4000,2021-04-26,38,False,4,74,250
4336,50600,2021-05-27,148,True,1,7342,20
2299,3000,2021-08-09,136,False,6,11208,237
2219,5000,2021-04-15,35,False,6,18,232
1193,5000,2021-05-11,81,False,4,239,132
946,5000,2020-09-19,112,False,5,498,102
1895,8000,2021-02-10,28,False,4,20,201
2779,3000,2021-06-28,80,False,6,11208,289
5224,21000,2021-02-16,118,False,4,72,50
6060,33550,2020-02-25,113,False,4,71,49
5771,13500,2021-01-13,10,False,3,537,46
1197,5000,2021-09-11,81,False,4,239,132
2803,6500,2021-01-18,10,False,3,126,292
4866,24300,2021-02-09,141,False,6,1887,125
2778,3000,2021-05-28,80,False,6,11208,289
3625,18000,2021-11-23,122,False,6,11198,139
4574,10000,2020-08-01,126,False,6,732,88
3541,46500,2020-04-22,22,False,1,7351,87
4115,19600,2021-09-01,54,False,2,1266,89
996,4000,2021-12-14,143,False,5,74,109
4978,8050,2020-12-01,111,False,3,730,91
5778,17500,2020-11-15,10,False,3,431,86
4560,52000,2020-08-02,117,False,6,343,85
6167,45000,2021-09-28,130,False,6,529,224
6025,54000,2021-01-11,138,False,6,8173,226
3885,15500,2021-10-16,146,False,4,974,225
2325,8000,2020-12-15,136,False,6,493,241
5264,30800,2021-01-29,88,False,1,1020,87
3536,34500,2020-02-16,22,False,1,501,89
2012,5000,2021-07-26,123,False,6,498,214
5413,34200,2020-04-17,136,False,6,127,91
962,4000,2020-07-23,93,False,6,549,105
424,5500,2021-10-10,107,False,4,1070,41
4390,36500,2020-12-27,23,False,3,75,172
4006,15950,2021-01-07,89,False,3,1802,174
3136,5000,2021-10-31,129,False,1,18,332
4289,25500,2021-11-17,79,False,1,3025,173
5959,50000,2020-02-04,44,False,6,529,171
541,5500,2021-05-21,99,False,1,17000,53
4614,22400,2020-08-30,120,False,1,1942,166
2974,4500,2021-09-19,46,False,4,7334,309
1396,8000,2021-08-16,106,False,4,493,150
2252,5000,2020-07-19,35,False,6,9630,235
1764,5500,2021-04-01,111,False,3,1070,188
5893,55500,2020-10-30,69,False,2,1009,353
3135,7000,2021-12-13,140,False,1,26758,331
4699,6000,2020-05-20,133,False,5,40,349
340,8000,2021-11-27,108,False,2,20,31
3921,31150,2021-07-16,99,False,1,979,283
4167,71500,2021-07-10,112,False,5,478,285
1162,9500,2020-11-20,110,False,2,375,129
5346,42500,2020-04-06,13,False,4,500,289
5963,9200,2021-11-19,44,False,6,12517,288
5813,29500,2020-03-14,30,False,4,59,286
3799,33550,2020-02-14,107,False,4,71,284
6278,3630,2020-12-03,132,False,1,124,287
2967,4500,2021-02-19,46,False,4,7334,309
3735,52800,2020-08-31,108,True,2,434,124
4226,52000,2021-02-23,143,False,5,343,123
1893,8000,2020-12-10,28,False,4,20,201
3277,6500,2021-07-01,130,False,6,126,349
3400,5000,2021-06-01,132,False,1,239,359
849,8000,2021-04-03,40,False,6,20,88
1272,9500,2021-03-20,74,False,1,731,138
2516,3000,2020-05-28,134,False,4,11208,264
6237,47000,2021-10-19,135,False,4,358,59
1454,5500,2020-11-13,133,False,5,1070,157
394,4000,2021-06-10,107,False,4,74,39
5301,9600,2020-10-30,149,False,1,1871,57
5113,9750,2020-11-07,83,False,3,40,53
5725,12600,2020-06-27,80,False,6,37,58
5841,19000,2021-08-23,45,False,4,39,55
6117,40800,2020-12-18,140,False,1,25076,6
3680,24300,2021-08-21,109,False,2,1887,7
5182,49800,2020-11-27,85,False,6,7344,8
1095,5000,2020-11-14,148,False,1,239,121
5968,31050,2020-12-17,44,False,6,14593,140
5176,50600,2021-05-24,85,True,6,7342,142
3127,7000,2021-04-13,140,False,1,26758,331
3959,25550,2021-03-25,125,False,4,75,216
3078,6500,2020-10-24,113,False,4,126,325
6186,18000,2020-12-07,130,False,6,11198,214
3163,8500,2021-09-10,129,False,1,1074,334
3693,34300,2021-09-30,97,False,5,21,217
1084,5500,2021-06-09,148,False,1,1070,120
3224,7500,2021-12-05,129,False,1,230,342
4716,20150,2020-07-04,133,False,5,1331,83
4236,20150,2020-05-24,143,False,5,1331,80
3302,5000,2021-04-20,130,False,6,239,351
1487,8000,2021-02-08,133,False,5,493,161
48,6500,2021-06-28,22,False,1,9730,7
5181,39000,2020-02-09,85,False,6,116,195
4245,31050,2021-01-18,143,False,5,1262,339
